00000.00000	00284.86667	00000.00000	00278.12617	00000.51986	00000.00000	73421.66667	00000.00585
00000.00000	00293.01667	00000.00000	00277.12450	00000.43955	00000.00000	73561.66667	00000.00584
00000.00000	00291.21667	00000.00000	00276.59750	00000.47226	00000.00000	73575.00000	00000.00583
00000.00000	00275.43333	00000.00000	00276.01183	00000.40714	00000.00000	73573.33333	00000.00566
00000.00000	00280.86667	00000.00000	00274.38667	00000.43039	00000.00000	73560.00000	00000.00535
00000.00000	00289.03333	00000.00071	00274.18683	00000.28452	00000.00000	73551.66667	00000.00524
00000.00000	00292.93333	00000.00000	00273.97483	00000.41616	00000.00000	73526.66667	00000.00522
00000.00000	00292.23333	00000.00000	00273.14933	00000.30202	00000.00000	73510.00000	00000.00497
00000.00000	00296.26667	00000.00071	00272.59167	00000.45192	00000.00000	73511.66667	00000.00481
00000.00000	00299.46667	00000.00000	00272.81700	00000.24689	00000.00000	73530.00000	00000.00486
00010.04133	00301.80000	00000.00000	00272.44300	00000.56024	00000.00000	73551.66667	00000.00476
00178.96667	00299.48333	00000.00000	00275.80933	00000.57760	00000.00000	73558.33333	00000.00561
00276.56667	00299.50000	00000.00000	00281.36450	00000.25874	00000.00000	73378.33333	00000.00642
00404.23333	00316.66667	00000.00000	00284.00333	00000.86122	00000.00000	73511.66667	00000.00650
00276.88333	00349.36667	00000.00000	00285.68833	00000.63601	00000.00000	73475.00000	00000.00602
00542.01667	00344.45000	00000.00000	00287.68000	00000.84498	00000.00000	73413.33333	00000.00571
00580.36667	00347.70000	00000.00000	00289.10667	00001.19416	00000.00000	73356.66667	00000.00458
00218.70000	00324.88333	00000.00000	00288.39333	00001.04360	00000.00000	73296.66667	00000.00406
00228.26167	00321.78333	00000.00000	00288.32833	00001.74740	00000.00000	73273.33333	00000.00494
00283.03333	00322.05000	00000.00000	00288.82833	00001.65509	00000.00000	73270.00000	00000.00499
00128.61333	00313.45000	00000.00000	00287.43167	00001.37400	00000.00000	73288.33333	00000.00491
00006.97000	00301.58333	00000.00000	00285.49667	00000.96060	00000.00000	73293.33333	00000.00486
00000.00000	00298.08333	00000.00000	00283.32833	00000.62148	00000.00000	73323.33333	00000.00499
00000.00000	00318.38333	00000.00000	00281.51550	00000.50869	00000.00000	73350.00000	00000.00513
00000.00000	00284.21667	00000.00000	00279.04133	00000.36967	00000.00000	73391.66667	00000.00515
00000.00000	00274.98333	00000.00000	00276.89817	00000.36974	00000.00000	73415.00000	00000.00509
00000.00000	00272.16667	00000.00000	00275.80067	00000.49461	00000.00000	73433.33333	00000.00503
00000.00000	00269.71667	00000.00000	00274.85933	00000.59108	00000.00000	73455.00000	00000.00501
00000.00000	00269.61667	00000.00000	00274.88967	00000.62342	00000.00000	73451.66667	00000.00502
00000.00000	00267.00000	00000.00000	00274.14083	00000.37757	00000.00000	73443.33333	00000.00499
00000.00000	00274.51667	00000.00071	00273.08533	00000.55927	00000.00000	73450.00000	00000.00487
00000.00000	00284.93333	00000.00000	00273.55617	00000.44678	00000.00000	73435.00000	00000.00496
00000.00000	00286.93333	00000.00000	00273.18200	00000.42718	00000.00000	73455.00000	00000.00492
00000.00000	00296.68333	00000.00000	00273.49550	00000.39723	00000.00000	73458.33333	00000.00505
00021.60000	00295.15000	00000.00000	00273.53800	00000.20286	00000.00000	73473.33333	00000.00506
00150.61667	00289.78333	00000.00000	00277.39683	00000.54005	00000.00000	73481.66667	00000.00576
00281.50000	00305.96667	00000.00000	00282.62400	00000.39768	00000.00000	73466.66667	00000.00603
00377.66667	00313.36667	00000.00000	00283.80167	00000.99428	00000.00000	73451.66667	00000.00619
00482.93333	00321.20000	00000.00000	00286.15167	00001.01767	00000.00000	73391.66667	00000.00535
00456.83333	00335.31667	00000.00000	00287.66500	00000.70335	00000.00000	73326.66667	00000.00445
00277.93333	00353.21667	00000.00000	00287.86500	00000.63437	00000.00000	73268.33333	00000.00409
00440.70000	00349.46667	00000.00000	00289.28833	00000.84014	00000.00000	73178.33333	00000.00395
00230.98333	00353.78333	00000.00000	00288.91333	00000.74113	00000.00000	73120.00000	00000.00378
00217.21667	00342.30000	00000.00000	00289.13833	00000.92216	00000.00000	73051.66667	00000.00373
00059.82000	00331.53333	00000.00000	00288.34167	00000.52783	00000.00000	73021.66667	00000.00383
00010.90150	00310.81667	00000.00000	00286.39167	00000.77063	00000.00000	72970.00000	00000.00430
00000.00000	00301.26667	00000.00000	00283.11667	00000.52552	00000.00000	72960.00000	00000.00519
00000.00000	00289.40000	00000.00000	00279.71983	00000.59131	00000.00000	72955.00000	00000.00513
00000.00000	00293.21667	00000.00000	00278.26567	00000.83120	00000.00000	72951.66667	00000.00499
00000.00000	00293.06667	00000.00000	00277.67017	00000.45691	00000.00000	72928.33333	00000.00509
